productId;languageId;syncId;productName;productListerDescription;productShortDescription;productLongDescription
P300002;de;1743;;In b;In b;c. groß raus Plakat - Der Müll eines Mannes ist der Schatz eines anderen Mannes. Orry Grant nimmt es auf den Müllschluckern raus. Nelson\, B.C. Seit 30 Jahren würdigen wir die nahen und fernen Abenteuer der Menschen mit einer Sammlung von Fotografien\, die die Leidenschaft\, Freude und Schönheit des Lebens im Freien widerspiegeln. Diese Fotos wurden exklusiv auf unserer Website\, in unserem Katalog und an den Wänden unserer Einzelhandelsgeschäfte und Spezialgeschäfte für Outdoor-Bekleidung auf der ganzen Welt veröffentlicht. Und jetzt freuen wir uns\, Ihnen ausgewählte Fotos als Poster zur Verfügung zu stellen. Wir hoffen\, dass sie Ihren Raum aufhellen und Sie dazu inspirieren\, nach draußen zu gehen. <br> <br> <b> Details: </ b> <ul> <li> Abmessungen: 24 x 36 </ li> <li> Foto von Steve Ogle? 2009 Patagonia\, Inc. </ Li> </ ul> <br> <br> <b> Stoff: </ b> Gedruckt mit Soja-Tinten auf 100% Recycling-Papier. <br> Gedruckt in den USA.
P100903;de;1743;;El Cap JKT - Unsere El Cap Jacke ist beständig gegen hartes Spielen\, aber unwiderstehlich gegen die Haut;El Cap JKT - Unsere El Cap Jacke ist beständig gegen hartes Spielen\, aber unwiderstehlich gegen die Haut; Sie ist leicht\, schnell trocknend und sehr kuschelig. Das doppelseitige Fleece aus 100% Polyester (78% recycelt) (5\,7 Unzen) ist innen gebürstet und sorgt für Feuchtigkeitstransport. Das Design mit durchgehendem Reißverschluss verfügt über Handwärmtaschen\, Raglan-Ärmel für mehr Bewegungsfreiheit\, Elasthan-Bindungen an Armen und Taille für einen sicheren Sitz und einen reflektierenden Patch für gute Sichtbarkeit zwischen den Schultern. Über das Common Threads Recycling-Programm recycelbar. <br> <br> <b> Details: </ b> <ul> <li> Tolle vielseitige Frühjahr / Sommer-Jacke mit durchgehendem Reißverschluss </ li> <li> Kontrastfarbene Raglanärmel </ li> <li> Zwei Handwärmer </ li> <li> Kontrastfarbene Spandexbindung um Reißverschluss\, Ärmelbündchen und Saum für einen sauberen Look </ li> <li> Reflektierend auf der Rückseite </ li> </ ul> <br> <br> <b> Material: </ b> Doppelseitiges\, gebürstetes Fleece aus 100% Polyester (78% recycelt) mit Feuchtigkeitstransport. Über das Common Threads Recycling-Programm recycelbar <br> <br> <b> Gewicht: </ b> (271 g 9.4 oz) <br> <br> Hergestellt in Kolumbien.
P100902;de;1743;;Kappe 3 Böden - Wie Vögel und Wolken bleiben Kinder in Bewegung;Kappe 3 Böden - Wie Vögel und Wolken bleiben Kinder in Bewegung; Ihr Verlassen braucht keinen Zweck\, nur ein wenig Wärme\, wenn die Sonne untergeht\, oder ein schnelles Trocknen\, wenn das Wasser spritzt. Capilene 3 Bottoms werden einzeln oder unter Lagen getragen und sind eine vielseitige\, schnell transportierende Ergänzung für die Bewegung von Kindern. Sie bestehen aus weichem 100% Polyester (64% recycelt) mit Gladiodor-Geruchskontrolle. Sie haben eine glatte\, gebürstete Innenseite\, nicht scheuernde Flachnähte\, einen geräumigen Schritt mit Zwickel und einen elastischen Bund. Durch das Common Threads Recycling-Programm recycelbar. <br> <br> <b> Details: </ b> <ul> <li> Capilene 3 ist unsere isolierende und atmungsaktive Basisschicht mit der natürlichen Geruchskontrolle von Gladiodor </ li> <li> Innenseite aus weich gebürstetem Stoff </ li> <li> Verdeckter elastischer Bund\, geräumiger Schritt mit Zwickel </ li> </ ul> <br> <br> <b> Material: </ b> 100% Polyester (64% recycelt) mit Gladiodor-Geruchskontrolle. Über das Common Threads Recycling-Programm recycelbar <br> <br> <b> Gewicht: </ b> (86 g 3 oz) <br> <br> Hergestellt in den USA.
P100904;de;1743;;T-Shirt mit fliegenden Fischen - Weiche ringgesponnene Bio-Baumwolle;;
WGN_0004;de;1743;;Lw r4 jkt - Hoch vom Deck auf dem Warbonnet Peak in den makellosen Wind River Mountains macht die Benennung der Range schnell Sinn;Lw r4 jkt - Hoch vom Deck auf dem Warbonnet Peak in den makellosen Wind River Mountains macht die Benennung der Range schnell Sinn; Unsere winddichte und dehnbare Lightweight R4-Jacke schützt und wärmt mit einem Polartec Windbloc-Laminat\, das zwischen einer Polyester-Mikrofleece-Oberfläche mit geringem Noppen und einer Polyester-Innenausstattung mit hohem / niedrigem Gitter liegt. Unlaminierte R1-Unterarmpaneele (60% recyceltes Polyester) verbessern die Atmungsaktivität und Mobilität\, während eine Halsdichtung die Elemente abdichtet. Nahtlose Schultern ermöglichen einen bequemen Tragekomfort. Mit drei Außentaschen (die Handwärmer halten sich von Ihrem Gurt fern)\, zwei Einstecktaschen und einem Kordelzug am Saum. Recycelbar über das Common Threads Recycling-Programm. <br> <br> <b> Details: </ b> <ul> <li> Leichte\, strapazierfähige\, hochflorige Mikrofleece-Oberfläche </ li> <li> Vollelastisches Polartec Windbloc-Laminat </ li> <li> R1-Innengitterkonstruktion beschleunigt das Aufsaugen </ li> <li> Nicht laminiertes R1-Gewebe (hergestellt aus recyceltem Polyester) unter den Armen verbessert die Beweglichkeit und Atmungsaktivität </ li> <li> Kordelzugkragen mit Supplex-Ständer\, schützender Kinnlappen für Tragekomfort\, nahtlose Schultern für Tragekomfort </ li> <li> Taschen: Brust mit Reißverschluss und Handwärmer mit Reißverschluss über der Gurtlinie
WGN_0003;de;1743;;Lw-Wandersocken - Diese kühlen und atmungsaktiven Mehrzweck-Socken sind wie Fußsocken mit einer variabel gestrickten Konstruktion aus gefilzter Merinowolle unter dem Fuß ausgestattet\, um Wärme abzuleiten und harte Stöße abzufedern;Lw-Wandersocken - Diese kühlen und atmungsaktiven Mehrzweck-Socken sind wie Fußsocken mit einer variabel gestrickten Konstruktion aus gefilzter Merinowolle unter dem Fuß ausgestattet\, um Wärme abzuleiten und harte Stöße abzufedern; Die Keder ist eng anliegend\, um ein Verrutschen zu verhindern. ein Bogenband fügt Unterstützung hinzu. Eine Kombination aus Fasern verbessert die Feuchtigkeitskontrolle und den Luftstrom: 62% chlorfreie Merinowolle / 23% Nylon / 12% Polyester / 3% Elasthan. Die Körpergröße beträgt 9\,5. <br> <br> <b> Details: </ b> <ul> <li> Wollmischung\, die strategisch strickt\, um Dochtwirkung\, Dämpfung und Haltbarkeit in Einklang zu bringen. </ Li> <li> Leichte\, geschlungene Konstruktion am Fußbett und vorderes Schienbein für Hautkomfort und Schienbeinschutz </ li> <li> Gefilzte Wollgarne sind chlorfrei\, juckfrei und bieten Langzeitstabilität und Leistung </ li> <li>\, die durch die Looped Lintoe-Konstruktion entstehen Die kleinste und flachste Naht für ultimativen Zehenkomfort. </ li> </ ul> <br> <br> <b> Material: </ b> 62% chlorfreie Merinowolle / 23% Nylon / 12% Polyester / 3 % Elasthan <br> <b> Gewicht: </ b> (51 g 1.8 oz) <br> <br> Hergestellt in den USA.
P100901;de;1743;;Lw-Reisetasche - Diese Reisetasche ist groß genug\, um den Inhalt Ihres Lebens aufzunehmen\, ohne sich in die Quere zu kommen;Lw-Reisetasche - Diese Reisetasche ist groß genug\, um den Inhalt Ihres Lebens aufzunehmen\, ohne sich in die Quere zu kommen; Ein großer Reißverschlusszugang zum geräumigen Hauptfach macht es einfach\, ein paar wichtige Dinge hineinzuwerfen oder sie maximal zu stopfen. Eine seitliche Reißverschlusstasche an der Außenseite organisiert kleine Gegenstände. In der oberen Tasche befindet sich Musik im Rucksackmodus oder Brieftasche\, Telefon usw. im Reisetaschenmodus. Verstaubare Rucksackgurte und vollständig gepolsterte Rücken- und Bodenpaneele sorgen für Komfort und Haltbarkeit\, ganz gleich\, wie Sie sie verwenden. Kompressionsriemen und ein Kragen sichern so ziemlich alles\, was Sie an der Außenseite befestigen möchten\, und der Seesack verstaut sich in seiner eigenen Tasche. Hergestellt aus starkem\, extrem leichtem 50-Denier-Triple-Ripstop-Nylon mit Polyurethan-Beschichtung und DWR-Beschichtung (Durable Water Repellent). Verstärkt mit doppelt gewebtem ShiftLayer aus 150 Denier Polyester (47% recycelt). \, A` ~} <br> <br> <b> Details: </ b> <ul> <li> Großes Hauptfach mit Reißverschluss in der Mitte </ li> <li> Seitliche Außentasche mit Reißverschluss für Kleinigkeiten </ li > <li> Die obere Tasche bietet Platz für Musik im Rucksackmodus oder für Brieftasche\, Telefon usw. im Reisetaschenmodus. </ li> <li> Verstaubare Rucksackgurte </ li> <li> Gepolsterter Rücken und Boden für Komfort und Haltbarkeit </ li> <li> Kompressionsriemen und Gurtband halten Helm\, Schuhe\, Yogamatte usw. </ li> </ ul> <br> <b> Material: </ b> 100% Nylon Triple mit 50 Denier Ripstop mit Polyurethan-Beschichtung und DWR-Ausrüstung (Durable Water Repellent). Verstärkungen: 150 Denier ShiftLayer aus 100% Polyester (47% recycelt)\, doppelt gewebt <br> <br> <b> Gewicht: </ b> (0 g 0 oz) <br> <br> Hergestellt auf den Philippinen.
VERFPASTA_2;de;1743;;Leichte und variable Surfstämme - Unsere leichtesten und schlanksten Surfstämme sind für minimalen Unterwasserwiderstand beim Tauchen und Bodysurfen konstruiert und werden in ihren eigenen kleinen Packsack gepackt;Leichte und variable Surfstämme - Unsere leichtesten und schlanksten Surfstämme sind für minimalen Unterwasserwiderstand beim Tauchen und Bodysurfen konstruiert und werden in ihren eigenen kleinen Packsack gepackt; Das Light and Variables ist aus robustem\, aber ultraleichtem Ripstop aus 100% Polyester (50 Denier) mit 3\,5 Unzen gefertigt und verfügt über eine flach liegende 2-Knopf-Seitenfalte und eine Stealth-Reißverschlusstasche an der Hüfte. Schrittlänge (Größe 32) beträgt 8\,5
VERFPASTA_1;de;1743;;Führen Sie ein geprüftes Lebensplakat - Guanacos stehender Wachposten in Patagonien\, Chile;Führen Sie ein geprüftes Lebensplakat - Guanacos stehender Wachposten in Patagonien\, Chile; Seit 30 Jahren würdigen wir die nahen und fernen Abenteuer der Menschen mit einer Sammlung von Fotografien\, die die Leidenschaft\, Freude und Schönheit des Lebens im Freien widerspiegeln. Diese Fotos wurden exklusiv auf unserer Website\, in unserem Katalog und an den Wänden unserer Einzelhandelsgeschäfte und Spezialgeschäfte für Outdoor-Bekleidung auf der ganzen Welt veröffentlicht. Und jetzt freuen wir uns\, Ihnen ausgewählte Fotos als Poster zur Verfügung zu stellen. Wir hoffen\, dass sie Ihren Raum aufhellen und Sie dazu inspirieren\, nach draußen zu gehen. <br> <br> <b> Details: </ b> <ul> <li> Abmessungen: 36 x 24 </ li> <li> Foto von Terri Laine </ li> </ ul> <br> <br> <b> Stoff: </ b> Gedruckt mit Soja-Tinten auf Recycling-Papier\, das 50% Altpapier enthält. <br> <br> Gedruckt in den USA.
SAP_AANKOOP;de;1743;;Leben Sie einfach Gitarrent-shirt - Leben Sie das Leben\, das ausgesteckt wird;Leben Sie einfach Gitarrent-shirt - Leben Sie das Leben\, das ausgesteckt wird; Das T-Shirt besteht aus weichem\, ringgesponnenem 100% Bio-Baumwollgewebe mit Kunstwerken von Geoff McFetridge. Verschweißte Schulternähte und doppelt genähte Ärmel und Saum sorgen für Strapazierfähigkeit
TEST_BE_BOEKH;de;1743;;L / s Rashguard mit Kapuze - Das 30-UPF-Material unseres Rashguards mit langen Ärmeln verhindert\, dass die Sonne auf Ihrer Haut brutzelt;L / s Rashguard mit Kapuze - Das 30-UPF-Material unseres Rashguards mit langen Ärmeln verhindert\, dass die Sonne auf Ihrer Haut brutzelt; Hergestellt aus einer haltbaren und schützenden Mischung aus 84% recyceltem Polyester / 16% Elasthan. Mit nahtlosen Achselzwickeln und scheuerfreier Konstruktion. Die Kordelzugschlaufe vorne sichert die Boardshorts. <br> <br> <b> Details: </ b> <ul> <li> Rashguard aus recyceltem Polyester mit 30-UPF-Sonnenschutz </ li> <li> Sun -blockierende 3-Panel-Kapuze mit integriertem Neopren-Visier und Kordelzug </ li> <li> Reißverschlusstasche hinten für Surf- / Paddel-Utensilien </ li> <li> Nahtlose Achselzwickel und Flachnahtkonstruktion verhindern Scheuern < / li> <li> Selbstschlaufe am vorderen Saum sichert die Boardshorts </ li> </ ul> <br> <br> <b> Material: </ b> 84% recyceltes Polyester (5\,8 oz) / 16 % Elasthan <br> <br> <b> Gewicht: </ b> (239 g 8\,3 oz) <br> <br> Hergestellt in den USA.
TAFEREEL;de;1743;;L / s Island Hopper-Shirt - Ein Island Hopper ist das Manna eines Reisenden\, ruhig angesichts der ernsten Hitze und immer bereit\, sich im Waschbecken des Hotels zu erfrischen;L / s Island Hopper-Shirt - Ein Island Hopper ist das Manna eines Reisenden\, ruhig angesichts der ernsten Hitze und immer bereit\, sich im Waschbecken des Hotels zu erfrischen; Die ultraleichte Mischung aus feuchtigkeitsableitendem 65% recyceltem Polyester und 35% Bio-Baumwolle lüftet gut. die hellen Farben reflektieren die Sonne
TEST_PROPULSION;de;1743;;L / s Rashguard - Das 30-UPF-Material unseres langärmeligen Rashguards verhindert\, dass die Sonne auf Ihrer Haut brutzelt;L / s Rashguard - Das 30-UPF-Material unseres langärmeligen Rashguards verhindert\, dass die Sonne auf Ihrer Haut brutzelt; Hergestellt aus einer haltbaren und schützenden Mischung aus 84% recyceltem Polyester / 16% Elasthan. Mit nahtlosen Achselzwickeln und scheuerfreier Konstruktion. Die Kordelzugschlaufe an der Vorderseite sichert die Boardshorts. <br> <br> <b> Details: </ b> <ul> <li> Rashguard aus recyceltem Polyester (100%) mit 30-UPF-Sonnenschutz </ li> <li > Der Rollkragenpullover schützt den Nacken vor Sonneneinstrahlung und rollt zum Schutz vor dem Reißverschluss des Neoprenanzugs. </ Li> <li> Nahtlose Unterarmzwickel und Flachnahtkonstruktion verhindern Scheuern / li> <li> Flying-Fish-Grafik (nur bei Nebel) </ li> </ ul> <br> <br> <b> Material: </ b> 84% recyceltes Polyester (5\,8 oz) / 16% Elasthan <br> <br> <b> Gewicht: </ b> (187 g 6.5 oz) <br> <br> Hergestellt in den USA.
WGN_0001;de;1743;;Lw-Ausdauersöckchen - Schnelle Vorwärtsbewegungen\, wie das Fahren auf dem White Rim an einem Tag\, haben viele Kilometer Inspiration\, gefolgt von Momenten des Zweifels;Lw-Ausdauersöckchen - Schnelle Vorwärtsbewegungen\, wie das Fahren auf dem White Rim an einem Tag\, haben viele Kilometer Inspiration\, gefolgt von Momenten des Zweifels; Mit der luftigen Leistung dieser Ausdauersocken bleiben Ihre Füße immer kühl. Sie bestehen aus mehreren Fasern\, die so konstruiert sind\, dass sie sich schwerelos anfühlen. Sie bestehen aus 40% Merinowolle (chlorfrei) für Komfort und Kissen\, 25% Coolmax / 20% Nylon / 12% Polyester für Haltbarkeit und Feuchtigkeitsmanagement und 3% Elasthan für Stretch und Genesung. Die volle Merinowolle\, die unter dem Fuß kanalgestrickt ist\, sorgt für eine hervorragende Dämpfung von Ferse und Zehen sowie für die Belüftung des Fußgewölbes. Die geschlungene Lintoe sorgt für einen reibungslosen Zehenkomfort. Die Körpergröße beträgt 3. <br> <br> <b> Details: </ b> <ul> <li> Leichtes Wollgemisch\, das strategisch für hervorragende Atmungsaktivität und Feuchtigkeitstransport sorgt. </ Li> <li> Volle\, kanalgestrickte Konstruktion unter Der gesamte Fuß bietet die meiste Dämpfung mit der geringsten Wölbung. </ li> <li> Die Looped Lintoe-Konstruktion erzeugt die kleinste und flachste Naht\, die für ultimativen Zehenkomfort sorgt / li> </ ul> <br> <br> <b> Material: </ b> 40% chlorfreie Merinowolle / 25% Coolmax / 20% Nylon / 12% Polyester / 3% Elasthan <br> <br > <b> Gewicht: </ b> (28 g 1 oz) <br> <br> Hergestellt in den USA.
JS;fr;1743;;Error during translation;Error during translation;
SPS-F;de;1743;;Error during translation;Error during translation;
SPS-F;fr;1743;;Error during translation;Error during translation;
WGN_0002;de;1743;;Lw Endurance Quarter Socks - Abgekratzte\, abgeklebte oder entzündete Knöchel leiden im rauen Land;Lw Endurance Quarter Socks - Abgekratzte\, abgeklebte oder entzündete Knöchel leiden im rauen Land; Diese Ausdauersocken sind für kilometerlange unwegsame Gelände geeignet und haben eine Over-the-Knöchel-Passform\, um Pinsel und Dornbusch zu vereiteln. Sie sind dünn und leicht und verfügen über eine kanalgewirkte Konstruktion aus gefilzter Merinowolle für maximale Dämpfung bei geringstem Volumen. Ein offener Strick über der Fußspitze erhöht die Atmungsaktivität. Die geschlungene Lintoe bietet einen reibungslosen Zehenkomfort. Hergestellt aus 40% Merinowolle (chlorfrei) / 25% Coolmax / 20% Nylon / 12% Polyester / 3% Elasthan. Die Körpergröße beträgt 6\,5. <br> <br> <b> Details: </ b> <ul> <li> Leichtes Wollgemisch\, das strategisch für hervorragende Atmungsaktivität und Feuchtigkeitstransport sorgt Der gesamte Fuß bietet die meiste Dämpfung mit der geringsten Wölbung. </ li> <li> Die geschwungene Lintoe-Konstruktion erzeugt die kleinste und flachste Naht\, die für ultimativen Zehenkomfort sorgt. li> </ ul> <br> <br> <b> Material: </ b> 40% chlorfreie Merinowolle / 25% Coolmax / 20% Nylon / 12% Polyester / 3% Elasthan <br> <br> <b> Gewicht: </ b> (34 g) <br> <br> Hergestellt in den USA.
LEACH;fr;1743;;Error during translation;Error during translation;
LEACH;de;1743;;Error during translation;Error during translation;
MTB1;fr;1743;;Error during translation;Error during translation;
MTB1;de;1743;;Error during translation;Error during translation;
HOPEHANDLEBAR;de;1743;;Error during translation;Error during translation;
HOPEHANDLEBAR;fr;1743;;Error during translation;Error during translation;
MTB2;de;1743;;Error during translation;Error during translation;
MTB2;fr;1743;;Error during translation;Error during translation;
VEN603;de;1743;;Error during translation;Error during translation;
PAND1;de;1743;;Error during translation;Error during translation;
PAND3;de;1743;;Error during translation;Error during translation;
PAND3;fr;1743;;Error during translation;Error during translation;
BEMATRIXRENTAL_01;fr;1743;;Error during translation;Error during translation;
BEMATRIX_FRAMES;fr;1743;;Error during translation;;
BEMATRIX_LIGHTBOX;fr;1743;;Error during translation;Error during translation;
BEMATRIX_FLOORING;fr;1743;;Error during translation;Error during translation;
BICB01;fr;1743;;Error during translation;Error during translation;
ANALYSISFEE;fr;1743;;Error during translation;Error during translation;
BEDRUKT_EV;fr;1743;;Error during translation;Error during translation;
RESOURCEDUMMY_EV;fr;1743;;Error during translation;Error during translation;
GAT102_JS;fr;1743;;Error during translation;Error during translation;
BEDRUKT_JS;de;1743;;Error during translation;Error during translation;
DUMMY;de;1743;;Error during translation;Error during translation;
SPS-1;de;1743;;Error during translation;Error during translation;
SPS-1;fr;1743;;Error during translation;Error during translation;
SPS-1-ENG;de;1743;;Error during translation;Error during translation;
SPS-1-ENG;fr;1743;;Error during translation;Error during translation;
SPS-1-R;de;1743;;Error during translation;Error during translation;
SPS-1-R;fr;1743;;Error during translation;Error during translation;
TEST_DELAWARE;de;1743;;Error during translation;Error during translation;
TEST_DELAWARE;fr;1743;;Error during translation;Error during translation;
MTBGROUPSET;de;1743;;Error during translation;Error during translation;
MTBGROUPSET;fr;1743;;Error during translation;Error during translation;
SPS-FUEL;de;1743;;Error during translation;Error during translation;
SPS-FUEL;fr;1743;;Error during translation;Error during translation;
MTBFRAME;de;1743;;Error during translation;Error during translation;
MTBFRAME;fr;1743;;Error during translation;Error during translation;
MC-BK-512GB;de;1743;;Error during translation;Error during translation;
MC-BK-512GB;fr;1743;;Error during translation;Error during translation;
JS;de;1743;;Error during translation;Error during translation;
KIT001;de;1743;;Error during translation;Error during translation;
KIT001;fr;1743;;Error during translation;Error during translation;
BEMATRIXRENTAL_01;de;1743;;Error during translation;Error during translation;
CERMUPDATE;de;1743;;Error during translation;Error during translation;
CERMCOUNTERBOX;de;1743;;Error during translation;Error during translation;
CERMSERVERRENTAL;de;1743;;Error during translation;Error during translation;
BEMATRIX_READYMADE_DELUX_KIT;de;1743;;Error during translation;Error during translation;
BEMATRIX_FRAMES;de;1743;;Error during translation;Error during translation;
BEMATRIX_LIGHTBOX;de;1743;;Error during translation;Error during translation;
BEMATRIX_FLOORING;de;1743;;Error during translation;Error during translation;
BICB01;de;1743;;Error during translation;Error during translation;
JS_TEST_NO_ATP;de;1743;;Error during translation;Error during translation;
JS_TEST_NO_ATP;fr;1743;;Error during translation;Error during translation;
JS_TEST_ATP;de;1743;;Error during translation;Error during translation;
JS_TEST_ATP;fr;1743;;Error during translation;Error during translation;
GAT102_EV;de;1743;;Error during translation;Error during translation;
ELIO_01;de;1743;;Error during translation;Error during translation;
FREEZER_01;de;1743;;Error during translation;Error during translation;
CLP/BLP_COOLER;de;1743;;Error during translation;Error during translation;
DP4K-36BLP;de;1743;;Error during translation;Error during translation;
DP4K-36BLP_CINEMAKIT;de;1743;;Error during translation;Error during translation;
DP4K-36BLP_KIT;de;1743;;Error during translation;Error during translation;
HK0001;de;1743;;Error during translation;Error during translation;
HK0001;fr;1743;;Error during translation;Error during translation;
GAT102_BATCH;de;1743;;Error during translation;Error during translation;
GAT102_EV2;de;1743;;Error during translation;Error during translation;
GAT102_EV2;fr;1743;;Error during translation;Error during translation;
UPI;de;1743;;Error during translation;Error during translation;
UPI;fr;1743;;Error during translation;Error during translation;
SN0003;de;1743;;Error during translation;Error during translation;
SN0003;fr;1743;;Error during translation;Error during translation;
SN0004;de;1743;;Error during translation;Error during translation;
SN0004;fr;1743;;Error during translation;;
CY1;de;1743;;Error during translation;Error during translation;
ANALYSISFEE;de;1743;;Error during translation;Error during translation;
BEDRUKT_EV;de;1743;;Error during translation;Error during translation;
RESOURCEDUMMY_EV;de;1743;;Error during translation;Error during translation;
2535.0E002;de;1743;;Error during translation;Error during translation;
MIS001;de;1743;;Error during translation;Error during translation;
MIS001;fr;1743;;Error during translation;Error during translation;
40000021;de;1743;;Error during translation;Error during translation;
CATH_001;de;1743;;Error during translation;Error during translation;
SN0001;de;1743;;Error during translation;Error during translation;
SN0001;fr;1743;;Error during translation;Error during translation;
SN0002;de;1743;;Error during translation;Error during translation;
SN0002;fr;1743;;Error during translation;Error during translation;
5.00E+12;de;1743;;Error during translation;Error during translation;
P100302;de;1743;;Error during translation;Error during translation;
P100302;fr;1743;;Error during translation;Error during translation;
P100130;de;1743;;Error during translation;Error during translation;
P100130;fr;1743;;Error during translation;Error during translation;
ALLIMEX_110267;de;1743;;Error during translation;Error during translation;
ALLIMEX_101464;de;1743;;Error during translation;Error during translation;
ALLIMEX_110280;de;1743;;Error during translation;Error during translation;
VW_OSAP_01;de;1743;;Error during translation;Error during translation;
VW_OSAP_01;fr;1743;;Error during translation;Error during translation;
VW;de;1743;;Error during translation;Error during translation;
VW;fr;1743;;Error during translation;Error during translation;
TESTMATERIAL;de;1743;;Error during translation;Error during translation;
SCREWMACHINE;de;1743;;Error during translation;Error during translation;
SCREWMACHINE;fr;1743;;Error during translation;;
5.00E+12;de;1743;;Error during translation;Error during translation;
309000001;nl;1743;;Actieve sport-boxershort - Glory omhoogschieten vereist voldoende beweging zonder dat je boksers besluiten hun eigen route te pocheren;Actieve sport-boxershort - Glory omhoogschieten vereist voldoende beweging zonder dat je boksers besluiten hun eigen route te pocheren; De nauwsluitende Active Sport Boxer Briefs zijn gemaakt van ademend 93% polyester (71% gerecycled) materiaal dat snel afvoert\, droogt snel en heeft 7% spandex voor stretch
P100213;nl;1743;;Baby zonnescherm top - Zacht\, rekbaar polyester weefsel is snel vochtafvoerend\, sneldrogend en ademend <br> <br> <b>Details :</b> <ul> <li> Schouder schouders ontspannen het silhouet </li> <li> Verlengde manchetten voor groeispurten;;
P100206;nl;1743;;Baby zon emmer hoed - Deze hoed gaat aan wanneer de zon opkomt boven de horizon en blijft aan wanneer regendruppels beginnen te vallen;Baby zon emmer hoed - Deze hoed gaat aan wanneer de zon opkomt boven de horizon en blijft aan wanneer regendruppels beginnen te vallen; Het is gemaakt van een ultra-duurzame 4-laags\, 4\,2-oz Supplex nylon stof met een DWR (duurzame waterafstotende) afwerking en keert terug naar een contrasterende effen kleur of print. Een zachte\, opbergbare kinriem met een klittenbandsluiting houdt veilig vast zonder jonge kaaklijnen te schuren. Verpakkingen klein
P100201;nl;1743;;Baby micro d-luxe vest - Micro D-Luxe is een hemelse zachte stof met nuchtere applicaties;Baby micro d-luxe vest - Micro D-Luxe is een hemelse zachte stof met nuchtere applicaties; Dit vest is gemaakt van een sneldrogende\, duurzame 4\,6 oz 100% polyester (87% gerecycled) microdenier fleece die lichtgewicht en ademend is\, zodat het kan werken als een top- of tussenlaag. Een windflap steunt aan de voorkant van de ritssluiting\, terwijl de capuchon is bedekt met elastische zijafwerking om baby's in diepe warmte te bundelen. Met opgestikte steekzakken\, op kleur afgestemde elleboogpatches en zachte manchetten van stof. Recyclebaar via het Common Threads Recycling-programma. <br> <br> <b> Details :</b> <ul> <li> Zacht\, microdenier fleece gemaakt van 87% gerecycled polyester is duurzaam en sneldrogend </ li > <li> Capuchon blijft veilig met bedekt elastiek aan de zijkant </li> <li> Binnenste nekband voor een nette afwerking </li> <li> Handwarmer opgestikte zakken </li> <li> Volledige rits aan de voorkant ondersteund door een windflap 
P100402;nl;1743;;Randloze shorts - 11 inch;Randloze shorts - 11 inch; Ga vooruit waar anderen ineenkrimpen. Onze Borderless Shorts zijn gemaakt om in de buitenste gebieden van onbekend terrein te wrikken. Ze hebben een lichte\, ademende stof die 95% nylon (60% gerecycled) combineert met 5% spandex mini-ripstop om de effecten van thrashy schoorstenen te weerstaan en rek te bieden voor de lichaamstaal van uitgaand plaatsen. De DWR-afwerking (duurzaam waterafstotend) haalt water op
P100301;nl;1743;;Baggies shorts - Zelfs Baggies\, onze meest populaire shorts voor alles of niets\, hebben af en toe een update nodig;Baggies shorts - Zelfs Baggies\, onze meest populaire shorts voor alles of niets\, hebben af en toe een update nodig; Dit seizoen hebben we de binnenbeenlengte verlengd. Hun casual pasvorm\, sneldrogende waterafstotende nylon en elastische tailleband met een intern trekkoord blijven hetzelfde als altijd. Andere kenmerken zijn een voering van polyester-gaas\, een achterzak met drukknopen en voorzakken (met zelflozende gaashoeken) die zijn geplaatst om luchtweerstand in het water te verminderen. Binnenbeenlengte (maat M) is 7. Recyclebaar via het Common Threads Recycling-programma. <br> <br> <b>Details :</b> <ul> <li> Sneldrogend nylon met een DWR (duurzame waterafstotende) afwerking </li> <li> Elastische tailleband met intern trekkoord
P100403;nl;1743;;Randloze shorts - 7 inch;Randloze shorts - 7 inch; Een van de geschenken van de zomer is de kans om vrij door het alpiene land te reizen. Met deze shorts haal je het beste uit het seizoen. Ze zijn gemaakt van een zacht\, soepel weefsel van 95% nylon (60% gerecycled) en 5% spandex mini-ripstop om te strekken met energieke bewegingen en ademen voor een koelluchtstroom. Een kruisje met kruisje zorgt voor een brede bewegingsvrijheid en een gedeeltelijk elastische taille houdt je shorts vast onder de belasting van een heupgordel. Twee op de schuine zakken vooraan zorgen voor toegankelijkheid onder een harnas
P100411;nl;1743;;Bucket hat - Naast zijn schaduw werpende eigenschappen\, biedt de Bucket perfecte oogbescherming na een extra groot vistaco fest;Bucket hat - Naast zijn schaduw werpende eigenschappen\, biedt de Bucket perfecte oogbescherming na een extra groot vistaco fest; Het is gemaakt van zacht\, sneldrogend 100% nylon met een waterafstotende afwerking om regen en zeespray af te weren. De emmerhoed heeft een beproefd ontwerp met een lineaire kroon\, pletbare rand en ventilatiegaten om te voorkomen dat je noggin hard kookt. Het rolt ook in zijn eigen binnenzak. <br> <br> <b>Details :</b> <ul> <li> Lichtgewicht\, sneldrogende\, gemakkelijk te onderhouden stof </li> <li> DWR (duurzaam waterafstotend) afwerking werpt regen en oceaanspray </li> <li> Crushable\, 360 graden rand biedt volledige bescherming tegen de zon </li> <li> Rolt in de binnenzak </li> </ul> <br> < br> <b> Stof: </b> 4\,2-oz 100% nylon met een DWR-afwerking (duurzaam waterafstotend) <br> <br> <b> Gewicht: </b> (63 g 2.2 oz) <br> <br> Gemaakt in China.
